Unnamed: 0,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1406409,Colombo,What You Think - Original Mix,21ckA6nOBfGweebDISJEHZ,4,2011,breakbeat,0.834,0.732,11,-7.103,0,0.0669,0.00899,0.848,0.0337,0.897,134.016,382679,4
832105,Noraniza Idris,Purtera Lantai Emas,5LX377IEPI4E7yz5CuApav,6,2002,k-pop,0.717,0.705,11,-6.845,1,0.036,0.431,1.13e-05,0.107,0.744,127.035,266693,4
319736,Ben Bailey,How Many,3hWKZfM4uSPB5fblKOe4qK,6,2018,comedy,0.477,0.958,10,-8.593,0,0.652,0.626,2.99e-05,0.783,0.333,66.836,148667,3
1107729,Mart'nália,Soneto do Teu Corpo,5Mk9fRLAF6f1IQzUXxobIZ,21,2006,samba,0.638,0.308,7,-13.881,1,0.041,0.64,0.0013,0.11,0.467,82.991,260720,4
84012,Busta Rhymes,60 Seconds,1ShBaYs4IDLePjynCRnRFw,25,2013,hardcore,0.497,0.851,1,-8.598,0,0.275,0.126,0.0,0.49,0.724,171.722,217720,4
357607,Prakash Jal,Pagal Hei Dunia Chadi Demi,2YPeHiTXejubKy2az5gG1v,0,2018,samba,0.474,0.868,1,-4.135,1,0.0453,0.0671,1.46e-05,0.362,0.845,88.005,435043,4
408886,Unknown Mortal Orchestra,SB-06,6TwFK7ZweFYhsmMJEmb8sD,25,2019,psych-rock,0.391,0.743,1,-8.23,1,0.0999,0.15,0.358,0.108,0.474,105.09,1142214,4
423891,RAC,Never Let You Go,4ioTh5Nrk0Vp8X3u1tHhob,39,2020,alt-rock,0.783,0.579,4,-5.169,1,0.0914,0.633,0.00353,0.0944,0.954,125.042,224332,4
1150727,Profane Omen,Damaged Justice,7rdbVsLpsNtfmNaNzwYeje,1,2007,groove,0.486,0.942,5,-4.747,1,0.0721,0.00282,0.0101,0.514,0.11,98.997,427947,4
928189,Armen Chakmakian,Without a Word,5jQVrCpAO21A4FA0JBNonh,0,2004,chill,0.32,0.579,4,-7.148,0,0.0242,0.41,0.853,0.27,0.335,100.011,376227,4
503293,Adeben,die Zeder,5IyPSusjmxJFNcFSFJ7Cmp,26,2021,guitar,0.552,0.0947,3,-16.757,1,0.0565,0.992,0.94,0.118,0.166,98.983,184610,4
303654,Authority Zero,La Diabla,3ZxY2hfNsSnlnoPhAVeLLi,17,2017,ska,0.524,0.954,9,-3.453,0,0.0997,0.0149,0.000553,0.137,0.788,168.045,231867,4
820215,Mighty Clouds Of Joy,He Didn't Bring Me This Far,1Ku0LOgHtCoFSExA6gQzIG,6,2002,gospel,0.449,0.684,1,-4.229,1,0.0676,0.242,0.0,0.131,0.429,165.387,323387,3
909914,Celia Cruz,Lágrimas Negras,2E7vzZsb2pOefcHXx8qovk,0,2003,salsa,0.509,0.337,2,-12.752,0,0.0843,0.81,1.03e-06,0.218,0.787,143.882,187600,4
609216,Chaosbay,Message in a Bottle,56ntjROexKxC8lgJ8IxVqG,35,2023,metalcore,0.447,0.94,9,-4.178,0,0.0945,0.000498,0.0,0.175,0.333,90.053,217417,4
383217,Virtual Riot,Save Yourself,29ZGAofuRXmVtvRnGDTIbc,32,2019,dub,0.304,0.932,2,-3.383,1,0.087,0.00482,0.184,0.124,0.0924,155.062,186677,4
446152,Ramin Djawadi,Hope,7KflujFsI9NI5Vhod6AWm2,23,2020,german,0.0662,0.178,0,-19.804,1,0.037,0.722,0.902,0.0881,0.0317,69.39,282816,4
1132253,Beenie Man,Deep within your eyes,4stN9HbD5WsvNoSPW6IGs4,11,2007,dancehall,0.614,0.59,4,-8.742,0,0.3,0.134,0.0,0.574,0.888,74.215,109227,3
173034,Congo Natty,UK All Stars In Dub - Adrian Sherwood Remix,5fDLp24B0XXntO3y8hksfz,21,2015,drum-and-bass,0.58,0.868,8,-6.949,1,0.11,0.0057,0.0981,0.223,0.652,177.911,270853,4
1142712,Genival Lacerda,Homem Durão,3XVPvbuBUa2dd4JPnGakew,0,2007,forro,0.65,0.793,9,-6.26,1,0.162,0.54,0.0,0.62,0.884,105.23,199373,4
1326402,Second,Más Suerte,5w9GT8HW02rgWL4lJZXcFT,32,2009,spanish,0.57,0.704,6,-4.262,0,0.0255,0.0216,0.215,0.209,0.201,111.997,356400,4
1138275,Mischa Daniels,Run Away - Rocco Mundo & Onno Remix,0o2iu0kVB5jnwjyPncR19k,0,2007,edm,0.702,0.831,0,-7.138,1,0.0557,0.000134,0.85,0.275,0.464,130.01,444120,4
170128,death's dynamic shroud,난 괜찮다고 또 웃으며 / Good Bye,3rYcZ3jBj86xfF0l1tXzxE,22,2015,club,0.374,0.869,3,-3.875,1,0.153,0.0272,0.000344,0.204,0.147,82.999,420722,4
186998,Leeway,Mark of the Squealer,0njOB1SZtNf7cNUfboMFo6,19,2015,hardcore,0.282,0.953,4,-4.519,0,0.0876,0.000101,0.00771,0.0788,0.402,173.802,218787,4
1288090,Tokio Hotel,Pain Of Love,25381KnHYk90O6K1x546fU,15,2009,german,0.567,0.809,5,-4.001,1,0.0271,0.0238,0.0,0.359,0.509,96.719,231400,4
272280,Jon Kennedy,Iron Lung,35U4hu9IbGl2s81v5hv5ir,28,2017,electronic,0.729,0.659,5,-5.363,0,0.0329,0.000637,0.479,0.118,0.311,150.049,220752,4
1380269,Brad Mehldau,Always Departing,0Y6e1RXKfCdtHGHweoCUuA,7,2010,piano,0.179,0.0429,5,-25.14,1,0.0395,0.937,0.905,0.12,0.0324,117.475,380587,4
340107,Doro,All for Metal,7ECsTXBu0NsHrXte3PP36s,28,2018,heavy-metal,0.406,0.974,1,-4.965,0,0.0562,0.00177,1.54e-05,0.16,0.161,74.975,241807,4
252940,Hijos De Barron,Te Quedaste En Bancarrota Corazón,0EpMMw26ameqCS4nKgTTBZ,8,2016,sad,0.545,0.44,7,-13.631,1,0.0445,0.264,0.0,0.101,0.868,91.6,174243,3
847018,Gino & Geno,O gato comeu,5cl9mNhPUQ36UDnNGIEr3K,14,2002,sertanejo,0.723,0.881,7,-3.159,1,0.0364,0.486,0.0,0.315,0.98,162.144,199827,4
1192648,haruka nakamura,Opus,37XAowIlw2FqMJEHDXCwrT,17,2008,ambient,0.336,0.308,5,-24.667,1,0.139,0.958,0.789,0.506,0.251,71.838,196160,3
43738,Billy Bragg,Airline to Heaven,5Dvp8KJ80iTVaGtBiCcxsZ,11,2012,punk-rock,0.562,0.93,4,-7.172,1,0.0797,0.233,0.0251,0.375,0.711,112.943,290573,4
872150,Burning Spear,Rock and Roll,5ormpSTU2AhJrq3en7xxJQ,8,2003,dub,0.686,0.872,5,-3.637,1,0.0898,0.00321,0.0204,0.112,0.873,131.398,256575,4
279492,Bleib Modern,Leave Me,3soFq1jJyz8I9ixkxp3D8W,6,2017,goth,0.379,0.818,10,-9.78,0,0.0292,4.28e-05,0.288,0.21,0.393,148.013,198649,4
79590,The Inspirations,He Made A Change,5LowopHqk8M6eKcfycdlvd,9,2013,gospel,0.484,0.414,7,-6.778,1,0.031,0.712,0.0,0.115,0.647,173.944,180027,3
1442124,Saul Williams,Dance - Single Version,1ORE1dskE8D2Isd4nXc9Ag,13,2011,industrial,0.921,0.83,9,-2.334,0,0.0559,0.0212,0.000488,0.0185,0.949,124.755,214760,4
59313,J. Roddy Walston & The Business,Sweat Shock,4vtiMtq0oygiRCnKX1D7gg,23,2013,blues,0.493,0.95,7,-3.567,1,0.21,0.066,0.000329,0.0615,0.169,113.107,200013,4
810623,KODAMA & GOTA,Coffia,5Q0bej3ZH4NxgWDvU8JcbV,0,2002,dub,0.627,0.865,2,-6.514,1,0.0363,0.0318,0.813,0.598,0.966,154.346,237067,4
556995,Dieter Huber,Mare,3GVWH7adVHhwep2kAtDdc4,39,2022,guitar,0.548,0.0806,2,-15.61,1,0.0758,0.971,0.91,0.11,0.228,78.654,148422,1
952509,Black Obelisk,Там - Version 2002,2106TrN14p5EiZjLYeqLSY,1,2004,heavy-metal,0.499,0.98,7,-4.161,1,0.073,4.01e-05,0.467,0.156,0.427,127.817,164467,4
1424804,Fruit Bats,Dolly,1AAvCTtbYGxFcDKA6bNF3n,29,2011,folk,0.685,0.676,7,-5.087,1,0.0401,0.286,0.00143,0.0982,0.869,105.028,156347,4
1082053,Minutemen,One Chapter in the Book,11ggz1zoh6J3g0fOnKHR1X,18,2006,hard-rock,0.34,0.933,2,-8.14,1,0.132,0.000327,0.784,0.217,0.315,142.279,62573,4
232124,Stitched Up Heart,Monster,5jbbCPrR9e9mkPihz5D2At,32,2016,emo,0.264,0.911,11,-2.127,0,0.159,0.000275,0.0,0.123,0.21,134.115,196440,4
666516,Free,Trouble On Double Time - Early Version,6ABy34Odj0faiJxysBfsGP,6,2000,psych-rock,0.254,0.713,5,-7.512,1,0.0511,0.354,6e-06,0.518,0.659,174.71,157440,4
180440,Babe Rainbow,Secret Enchanted Broccoli Forest,5jo1IecvDVXBU1FH68kvVA,38,2015,garage,0.288,0.641,11,-8.697,1,0.0315,0.0327,0.193,0.0776,0.494,133.004,233235,4
651057,Scarface,The Gangsta Shit/The Snitch,3p1Zrrc3haXRJTz4Dg7PKJ,14,2000,hardcore,0.726,0.634,4,-6.169,0,0.264,0.00204,8.24e-05,0.367,0.399,88.979,252640,4
527494,Celtian,La Hija De Las Estrellas,3T3WRjAFFKgw7Cb3hsCL5A,28,2021,spanish,0.382,0.953,7,-3.711,0,0.0656,0.0178,0.00232,0.073,0.34,155.067,208827,4
951548,Descendents,Tack,7hO0UiLwSntw9iA7LZtjFY,21,2004,hardcore,0.508,0.99,2,-4.571,1,0.0736,0.00283,0.0,0.219,0.644,101.233,141200,4
5943,Freestylers,Over You - Hectic Remix,7ii4reugQlr3dkUKw0FCvJ,0,2012,breakbeat,0.639,0.89,8,-5.018,1,0.0331,0.0121,0.703,0.142,0.394,140.003,384181,4
384798,graves,Glass Hearts (How Much You Mean),1AMe9yC4jHlCukVQlxXnf1,34,2019,electronic,0.53,0.538,4,-12.997,0,0.125,0.115,0.0,0.148,0.508,145.065,172500,4
807350,Mortician,Necrocannibal,3nTNQOjQH1DG3qIIszHOLY,8,2002,death-metal,0.261,0.955,8,-7.707,1,0.0849,0.00244,0.884,0.317,0.115,78.438,257573,4
402121,Issues,Rain,7EM8LZ7Q5RfZVq1jo7PyWa,48,2019,metal,0.538,0.959,10,-3.125,0,0.0579,0.000859,0.0,0.495,0.676,140.024,169994,4
575908,Ruku Suna,Tor Lagi Deewana,7DhTZ5rzs7yuDGJ2bhi3eP,13,2022,samba,0.564,0.924,0,-3.578,1,0.215,0.243,0.0,0.518,0.665,82.482,270290,4
198301,Jagjit Singh,Bas Ke Dushwaar Hai,1JIAWQyF3OG5hWb6lxdqtv,7,2015,pop-film,0.344,0.1,6,-15.215,1,0.0419,0.989,0.425,0.0997,0.296,141.815,37907,4
879488,Luther Vandross,They Said You Need Me,5VIH3L5qG7Kwkz3JOAIer0,21,2003,funk,0.647,0.581,0,-9.69,1,0.0637,0.034,0.000195,0.111,0.587,173.927,280240,4
49634,Victims of Circumstance,My Life,6t8aNKKHHxaVmJEYhOHVou,6,2012,ska,0.536,0.925,2,-3.515,1,0.138,0.0106,1.05e-06,0.118,0.858,177.876,173120,4
632469,Glen Washington,Shana Na Na,2JpJ1hq9neMhJd8sZNMxKI,13,2000,dancehall,0.816,0.766,9,-7.23,1,0.0628,0.0378,0.0,0.084,0.835,141.243,213066,4
433063,Seaforth,Close Enough,3cofUarZTBOFUIwPfXgG8I,36,2020,country,0.644,0.645,0,-6.193,1,0.0471,0.0707,0.0,0.126,0.949,169.903,201495,4
27251,Napalm Death,Divine Death - Rough Mix,54XpmsxYZVz5zLhMyx08MO,4,2012,grindcore,0.162,0.731,7,-11.722,0,0.0475,2.48e-05,0.0247,0.33,0.0692,100.98,76387,4
190687,Shakir Khan,Raga: Rageshree (Gat in Teental),5FYsvYNkMWtvXujcN4h4Oc,0,2015,indian,0.275,0.856,2,-10.845,1,0.0455,0.7,0.951,0.202,0.648,157.826,430172,4
1334254,Clem Leek,At the Mercy of the Waves,4JCQ2ZHe3vACPQo0ABVfEH,41,2010,ambient,0.207,0.387,4,-22.162,1,0.0825,0.96,0.97,0.751,0.0542,136.692,299680,4
230508,Spag Heddy,Black Symphony,5ZJ0njRbsf34eRNKqdnZ6W,9,2016,dubstep,0.8,0.983,1,-2.656,1,0.0702,0.00162,0.369,0.048,0.535,145.03,178780,4
1430140,Canton Jones,Window,7pkdotyva0Vp6C7YnFsjJp,27,2011,gospel,0.51,0.798,9,-3.865,0,0.0828,0.159,0.0,0.282,0.371,89.154,223640,4
1370073,R. Suryaprakash,Em Thiru Annai (Mangalam),7s92Zju2QwtOw9Poor6bpY,0,2010,indian,0.551,0.894,4,-4.839,0,0.0534,0.249,0.00826,0.118,0.938,88.219,122400,4
1399912,UMEK,Utopian Societies - Joey Beltram Remix,6TUjXgMJfWV4Y27l4fcoLk,0,2010,techno,0.765,0.864,11,-6.176,1,0.0693,0.00173,0.915,0.163,0.198,127.016,395928,4
433328,Mild Minds,DESTINATIONS,6pqZjgc1HAGImauB9sCGU1,61,2020,dance,0.643,0.579,11,-8.129,0,0.0612,0.00541,0.253,0.314,0.079,120.025,243783,4
1337999,Andy Lau,蔓珠莎華,08XVhDXsMW5oZBE1vUrTvs,10,2010,cantopop,0.547,0.467,7,-7.48,1,0.0309,0.403,6.72e-06,0.107,0.108,119.922,304080,4
1333523,Damien Jurado,Beacon Hill,7wOJhoKaSe16hjizNCs31Z,40,2010,alt-rock,0.512,0.0923,3,-16.851,1,0.0454,0.915,0.000383,0.11,0.2,111.338,182560,4
903632,Solarstone,Release,3KLkwL5YqIIe66f20N0n4W,1,2003,progressive-house,0.548,0.682,5,-9.658,0,0.0266,0.0332,0.795,0.139,0.267,132.001,320987,4
8974,Joe Stump,Shredlord's Sonata,2Kx37Xuub9zgD3pIZukj8S,21,2012,classical,0.371,0.988,1,-4.229,0,0.0929,8.22e-05,0.612,0.343,0.161,81.012,299173,4
400639,Ovall,Slow Motion Town,4WrfSd93hzq8KPvklVk2D0,40,2019,jazz,0.754,0.48,1,-9.008,1,0.0639,0.181,0.835,0.0858,0.569,94.952,205481,4
796332,Anna Waronker,John & Maria,2tu0KPOA9ousgJpoirtLoK,1,2002,acoustic,0.535,0.547,10,-10.725,0,0.0288,0.0154,0.0037,0.2,0.382,112.335,214120,4
623943,Buckcherry,"Anything, Anything (I'll Give You)",5nQr6ROk2HuYu27FpBRUb0,35,2000,alt-rock,0.464,0.922,7,-7.245,1,0.0839,5.62e-05,0.898,0.252,0.529,117.096,228760,4
34167,Nonpoint,The Way I See Things,1RbPP56qkRJHd805qsVgoK,26,2012,industrial,0.501,0.989,8,-4.287,1,0.083,0.000367,0.00453,0.315,0.358,116.207,203627,3
807472,Sepultura,Endangered Species - Live,2pTD5ez8MYUcIXoARglL9k,14,2002,death-metal,0.298,0.924,2,-6.316,0,0.161,0.0209,0.312,0.77,0.0478,150.43,505133,4
527036,Leiva,A Medio Centímetro,5tSPK8qWVYhlQOUM8KwMdN,44,2021,spanish,0.73,0.686,1,-4.155,1,0.0262,0.146,0.000559,0.179,0.79,115.021,195413,4
504179,Stone Temple Pilots,Big Bang Baby (Early Version) - 2021 Remaster,7lfxLdpPWIMztwaEmSqkK5,15,2021,hard-rock,0.557,0.951,4,-7.344,0,0.031,0.000135,0.745,0.289,0.799,122.588,204533,4
1077302,Black Time,Nightime Pt. 2,36x3X70RxV2ZmS082HTTl8,0,2006,garage,0.452,0.994,2,-2.005,1,0.0918,0.381,0.9,0.224,0.159,79.475,171373,4
610113,Pig&Dan,This Is Not Love,7ldzCvubgn8yw6G5MFj53L,0,2023,minimal-techno,0.803,0.757,2,-9.047,1,0.0631,7.87e-05,0.887,0.092,0.479,119.999,384084,4
1307941,Choo Choo Soul,Move Like a Chicken - Original Version,3agNA4O7UqFFPEuU3R4R1L,9,2009,party,0.941,0.929,1,-5.827,1,0.134,0.203,9.9e-05,0.172,0.761,120.013,149907,4
775632,Elton John,"Look Ma, No Hands",07p0uEk2UznuI56V5Xly3B,19,2001,piano,0.582,0.765,4,-6.262,1,0.0303,0.0326,0.0011,0.136,0.614,87.943,262253,4
529696,Faithless,I Need Someone (feat. Nathan Ball & Caleb Femi) [Yotto Remix] - Edit,3ZX9f6iY3fM7BuRWuvt7LQ,34,2021,trip-hop,0.598,0.756,0,-9.724,0,0.0339,0.00124,0.504,0.511,0.0652,122.995,227318,4
210899,Libertad Lamarque,A Ti y a Mí,4FCcnIltQYC73hmppLaMsS,0,2015,tango,0.354,0.194,5,-10.617,1,0.0421,0.85,0.0,0.265,0.407,78.307,177000,3
952952,Molemen,Put Your Quarter Up,0DEsTi2GHnNWbIDWzTRO19,35,2004,hip-hop,0.497,0.816,1,-8.355,1,0.351,0.052,0.0,0.356,0.642,174.03,208880,4
1184179,Aretha Franklin,"Jump to It - 12"" Mix",3w4yEUymDEZWi85YQoNfx5,19,2007,soul,0.839,0.642,11,-7.632,1,0.143,0.209,9.28e-05,0.251,0.906,119.759,399373,4
472180,Zen Meditation and Natural White Noise and New Age Deep Massage,Really Awesome Hotel Fan Noise,1FeYkBUZx5n59h5Z94o4s3,29,2020,sleep,0.078,0.68,2,-40.195,1,0.0613,0.993,0.377,0.105,1e-05,171.668,60692,5
573213,Elvis Presley,"I Can't Stop Loving You - Live at Richmond Coliseum, Richmond, VA - April 10, 1972",7mYXhPMjWf3Zfs2Zi8j170,24,2022,rock-n-roll,0.399,0.795,2,-7.899,1,0.136,0.484,0.000208,0.909,0.734,150.135,144173,4
31907,U.D.O.,Balls to the Wall - Live,67xpZIMqVESRRraYU5Ub6G,5,2012,heavy-metal,0.355,0.734,2,-8.837,1,0.056,0.0564,0.00512,0.902,0.15,116.411,670773,4
367629,The Sugarman 3,Promised Land - Instrumental,21Qstm7sNDTXq2UZ2MiZJ9,2,2019,afrobeat,0.587,0.8,0,-8.755,1,0.0606,0.735,0.109,0.111,0.654,125.101,161840,4
1279809,Bobina,Invisible Touch (Ferry Corsten's Touch),52r0jdTHqeDAicA1MCgOZY,17,2009,edm,0.495,0.944,7,-7.765,0,0.0527,0.000289,0.878,0.118,0.592,138.004,410410,4
1454850,The Beach Boys,The Elements: Fire (Mrs. O'Leary's Cow),3w75LMVt7xojsivvBaHB3Q,18,2011,psych-rock,0.283,0.608,9,-6.31,0,0.0337,0.000132,0.707,0.0896,0.31,100.539,154573,4
596062,E.VAX,safe bet,1dbVdweLGyoZzicQf7JTFU,17,2023,electronic,0.641,0.592,5,-9.006,0,0.0715,0.837,0.758,0.178,0.393,130.653,140593,4
1000098,CHIC,Good Times - A Touch of Jazz Remix,0Rp2OLDKOIAEgd3AOdzvDD,6,2005,disco,0.823,0.729,6,-7.717,0,0.113,0.00141,0.307,0.254,0.865,111.064,315693,4
1418227,Peshay,How We Used to Live,2UWtBkNe4hEVuymjrzpmtH,0,2011,drum-and-bass,0.443,0.983,5,-2.958,1,0.254,0.00256,0.905,0.559,0.0893,177.043,425770,4
926394,Kenny Wayne Shepherd,Get It Together,2ItX9fS3qXajBMePergAHc,11,2004,blues,0.589,0.835,2,-3.495,1,0.0344,0.183,0.00159,0.0985,0.733,79.998,226533,4
1349763,DZ,Down,7HLREjq0VqotcCAubNtbfz,3,2010,dub,0.594,0.828,5,-7.93,0,0.222,0.0442,0.771,0.302,0.0361,140.072,337665,4
508957,Ryan Woods,how i'm feeling,6I5Y7t6kZTR7U3NvmzGZ1f,47,2021,indie-pop,0.321,0.311,6,-9.084,1,0.0635,0.625,2.54e-06,0.152,0.174,89.635,171000,4
488205,GAMPER & DADONI,More Than I Can Say,1Kmth9jEjaymopjSRBmtkz,64,2021,dance,0.53,0.807,6,-5.348,1,0.147,0.000532,2.75e-06,0.496,0.263,127.991,153197,4
608685,YESUNG,All Night Long,4zg3MWWzoAkRwyyE1c9rLC,38,2023,k-pop,0.751,0.564,0,-6.148,1,0.0267,0.482,0.000665,0.0958,0.916,100.033,196867,4
379670,Coprocephalic Mutation,Self Admittance Into Medicated Insanity,488M2tsNV8er0AlxoPepu7,25,2019,death-metal,0.276,0.76,1,-13.97,1,0.0499,0.00396,0.909,0.274,0.263,84.558,66678,4
579928,Rain Fruits Sounds,"Peaceful Weather with Jungle Ambience, Pt. 46",2ga3x8YOh25u9ZwvIxpL9d,28,2022,sleep,0.211,1.0,4,-24.629,0,0.0769,0.499,0.713,0.51,1e-05,105.111,63000,5
1196986,Van She,Kelly,6e21cIEv7OFQPgS3OYMSNb,19,2008,chill,0.614,0.814,2,-4.348,1,0.035,0.00327,0.145,0.123,0.302,128.955,293813,4
39606,Christopher Zondaflex Tyler,Mr Chris' Tap Music For Kids The Paradiddle Song,6I678yfDLgWbv83dUacB5a,4,2012,party,0.955,0.253,1,-17.555,1,0.333,0.0133,0.0,0.0708,0.48,101.006,157519,4
1323790,Traditional,Kling Glöckchen,2i3Jd0YzIIs6hk2fpEbxAb,0,2009,sleep,0.281,0.509,10,-6.313,1,0.0296,0.82,0.000117,0.243,0.811,80.927,200360,4
926305,Calvin Russell,I dreamed i saw,66UVK9TPvtvKayHmEcSgDX,25,2004,blues,0.564,0.209,6,-16.028,1,0.0307,0.848,0.0,0.103,0.442,109.736,163733,3
1052703,Mississippi John Hurt,Nearer My God To Thee - Live,3NNDc4bAl7jgr975k2XmIT,7,2006,acoustic,0.396,0.402,9,-15.804,1,0.0445,0.812,0.000513,0.732,0.624,170.163,188933,4
1239749,Diljit Dosanjh,Dilaan Diyaan Khotiaan,5nEpTkww1YGMk4YQkts8bW,11,2008,pop-film,0.806,0.848,0,-3.821,1,0.209,0.377,0.0,0.306,0.904,140.09,288833,4
166299,Blues Saraceno,Cold Black Heart,2mjoPo8V3rEqlvVooEzIlO,22,2015,blues,0.37,0.813,5,-6.819,1,0.0424,4.25e-05,0.962,0.17,0.545,172.073,172160,4
1256871,"Sanna, Shirley & Sonja",Light A Candle,4wH5zffyfeir8iGRWCQGEC,9,2008,swedish,0.443,0.558,4,-5.596,0,0.0267,0.635,0.0,0.109,0.15,149.711,219360,4
37749,2002,We Meet Again,6DsM0lDjO8ASvIxwecvTKP,39,2012,new-age,0.223,0.168,2,-18.284,0,0.0366,0.962,0.84,0.174,0.0407,78.034,341760,4
949330,Gontiti,Dare mo Shiranai - Extra Version,5rp1YR21Oluf1mI4L7xBBT,11,2004,guitar,0.562,0.0484,2,-18.295,0,0.0347,0.99,0.886,0.101,0.522,103.778,171267,3
380141,1914,C'est Mon Dernier Pigeon,3JQPVGSXKy5lNRMwUNUcCu,18,2019,death-metal,0.434,0.89,4,-6.033,0,0.146,0.000106,0.00445,0.142,0.0781,104.851,322105,4
293691,Noah Kahan,Hold It Down,6xNaObGQT8V8OM5OEm6p3G,53,2017,pop,0.63,0.363,5,-8.458,1,0.0354,0.193,0.0,0.117,0.376,154.763,196800,4
162527,TB1,Na So!,4c2Tqy3EDi90hUdoqWNaoL,2,2015,afrobeat,0.718,0.942,8,-2.334,1,0.0918,0.38,0.262,0.0721,0.961,96.08,263765,4
461550,Ricki Westberg,Blossom,10pCEITWkgRHhTAuCtvMWK,38,2020,piano,0.286,0.0304,1,-29.016,1,0.0423,0.991,0.869,0.108,0.0865,102.607,136375,4
293319,Ben Folds,"Gracie (with West Australian Symphony Orchestra) - Live at Kings Park, Perth, Australia - March 2005",294JZy5spPovhrgFjeMeBM,13,2017,piano,0.571,0.269,9,-12.296,1,0.0317,0.935,4.22e-05,0.715,0.333,119.946,170387,4
449722,Little Symphony,Land,22f5fW8mhVWqddvthH0Ttk,19,2020,guitar,0.279,0.168,0,-22.993,1,0.0624,0.964,0.951,0.276,0.0382,137.863,130017,4
574757,Lxst,Counting Sheep,3IBsTEy8TcKlh4B2Yf2CAN,40,2022,sad,0.537,0.579,1,-8.228,0,0.0528,0.0638,0.0,0.203,0.212,142.01,107623,4
827260,Solarstone,Solarcoaster - Markus Schulz Radio Edit,5gGrVVqC7p0vpAJzQpMm8n,7,2002,house,0.538,0.893,3,-2.765,0,0.0404,0.0122,0.784,0.109,0.31,132.042,220000,4
672808,KLB,Por Que Tem Que Ser Assim,4mjfpnCQKVa5qf0pNewO1y,41,2000,sertanejo,0.68,0.51,2,-6.881,1,0.0274,0.35,0.0,0.102,0.359,140.042,224507,4
1346448,Ozgur Ozkan,Black'n White - Arion Grey Remix,69gQtIf5W26vIXhkdp0vqB,8,2010,deep-house,0.657,0.805,0,-10.029,1,0.0521,0.023,0.715,0.104,0.708,124.986,437760,4
921745,Anna Nalick,Breathe (2 AM) - Single Version,7DW72e1eqj5axr4RWNhirc,22,2004,acoustic,0.386,0.452,2,-7.715,1,0.0278,0.417,0.0,0.0881,0.287,169.837,279827,3
347967,Michael Whalen,No More Secrets,6skI6EyYIRRmPZm23TGItV,2,2018,new-age,0.542,0.29,2,-15.66,1,0.0288,0.591,0.939,0.0915,0.0791,129.883,368000,3
897111,Matthew Dear,In Unbending,7c8jDPm4mHES9CYgZlE3E5,1,2003,minimal-techno,0.88,0.861,4,-6.745,0,0.203,0.00172,0.848,0.118,0.884,125.966,274613,4
143465,Ne Obliviscaris,"Devour Me, Colossus - Part I - Blackholes",7t8Hyr7v8nZ5Rf7ArDhPcN,33,2014,metal,0.179,0.9,9,-7.184,1,0.0969,0.000141,0.00564,0.259,0.244,198.484,757467,3
1071362,TM Juke,Lady Garden,1Zk5NgmfMDQjPzrPp9ZIxq,9,2006,electronic,0.578,0.466,7,-13.997,0,0.213,0.171,0.452,0.311,0.481,188.26,242973,4
949792,Cem Duruoz,Corazón de Oro,1Na60R9vMc05A3NcJwrjqx,0,2004,guitar,0.375,0.277,9,-17.597,0,0.0724,0.988,0.895,0.14,0.305,174.951,228827,3
275143,Burning Peacocks,Ondulation,3oTxgr3hAt74688zd6vcOK,32,2017,french,0.701,0.738,10,-9.062,1,0.0324,0.382,0.212,0.0882,0.531,107.02,194128,4
179692,Jill Scott,Fool's Gold,4Q1grs5HY4n8uDIdoqYHCl,38,2015,funk,0.674,0.535,2,-6.718,0,0.0419,0.103,0.000464,0.113,0.255,88.98,202307,4
163530,Nothing But Thieves,Tempt You (Evocatio),5Bkb5FAVkPXUNcp8B45bWS,40,2015,alt-rock,0.473,0.444,0,-10.369,0,0.0426,0.471,3.25e-05,0.132,0.379,127.932,216867,4
174360,Evocativ,Adamante,0Ki39dYfmv5yOazxM62sgT,12,2015,dub,0.651,0.406,11,-14.526,0,0.0368,0.123,0.652,0.178,0.109,128.982,280059,4
880157,The Moving Sidewalks,You Make Me Shake,2Ujj4Hc9FAIBOU4jzD01vw,11,2003,garage,0.652,0.681,7,-8.02,1,0.0694,0.0432,0.00595,0.127,0.792,132.542,181600,4
46372,Samba da Vela,Braserô,5OSUWq1zs81bw7u0EYyjjL,4,2012,samba,0.529,0.734,7,-7.308,1,0.136,0.446,0.0,0.664,0.64,111.41,254667,4
165942,The Marcus King Band,Always,0dMBCViNhoGdtfc97v9KuM,28,2015,blues,0.388,0.83,7,-7.403,1,0.0706,0.000649,0.056,0.0102,0.562,90.343,251678,4
1459100,John Leyton,Goodbye to Teenage Love - First Mix,1Dk9qkubRHLAmoioD9V0li,0,2011,rock-n-roll,0.837,0.685,9,-5.327,1,0.106,0.419,0.000148,0.287,0.775,128.036,117907,4
113455,DJ Icey,X-Files,5uKTO6MKgcnaRNwqjEIHLN,10,2014,breakbeat,0.8,0.872,8,-6.046,1,0.0958,0.022,0.838,0.123,0.277,128.005,245635,4
854992,Carlos Gardel,Volvio Una Noche,3vepWEZ4o0UkFxPUoZWbMO,0,2002,tango,0.508,0.234,2,-12.738,1,0.0786,0.995,0.000145,0.129,0.573,117.036,191360,4
